activity_0_cnt,activity_1_cnt,activity_2_cnt,activity_3_cnt,activity_4_cnt,text_change_0_cnt,text_change_1_cnt,text_change_2_cnt,text_change_3_cnt,text_change_4_cnt,text_change_5_cnt,text_change_6_cnt,text_change_7_cnt,text_change_8_cnt,text_change_9_cnt,text_change_10_cnt,text_change_11_cnt,text_change_12_cnt,text_change_13_cnt,down_event_0_cnt,down_event_1_cnt,down_event_2_cnt,down_event_3_cnt,down_event_4_cnt,down_event_5_cnt,down_event_6_cnt,down_event_7_cnt,down_event_8_cnt,down_event_9_cnt,down_event_10_cnt,down_event_11_cnt,down_event_12_cnt,down_event_13_cnt,down_event_14_cnt,down_event_15_cnt,up_event_0_cnt,input_word_length_median,input_word_length_skew,down_time_mean,up_time_mean,down_time_std,up_time_std,cursor_position_std,word_count_std,down_time_median,up_time_median,action_time_median,cursor_position_median,word_count_median,down_time_min,up_time_min,action_time_min,cursor_position_min,word_count_min,down_time_max,down_time_quantile,up_time_quantile,action_time_quantile,cursor_position_quantile,word_count_quantile,activity,down_event,up_event,text_change,inter_key_largest_lantency,inter_key_median_lantency,mean_pause_time,std_pause_time,total_pause_time,pauses_half_sec,pauses_1_sec,pauses_1_half_sec,pauses_2_sec,pauses_3_sec,P-bursts_mean,P-bursts_std,P-bursts_count,P-bursts_median,P-bursts_max,P-bursts_first,P-bursts_last,R-bursts_mean,R-bursts_std,R-bursts_median,R-bursts_max,R-bursts_first,R-bursts_last,keys_per_second,product_to_keys,action_time_std,action_time_gap_min,action_time_gap_std,word_event_ratio,time_diff_Leftclick_std,time_diff_ArrowLeft_std,time_diff_ArrowUp_std,time_diff_Delete_std,time_diff_ArrowLeft_mean,time_diff_Shift_sum,time_diff_comma_sum,time_diff_Enter_sum,time_diff_q_median,time_diff_Leftclick_median,time_diff_ArrowDown_median,time_diff_Enter_median,time_diff_Leftclick_max,time_diff_ArrowUp_max,time_diff_Enter_max,cursor_position_diff_Backspace_std,cursor_position_diff_Shift_std,cursor_position_diff_comma_mean,cursor_position_diff_CapsLock_mean,cursor_position_diff_abostrove_mean,cursor_position_diff_Space_sum,cursor_position_diff_comma_median,cursor_position_diff_ArrowUp_median,cursor_position_diff_Delete_median,cursor_position_diff_Leftclick_max,cursor_position_diff_ArrowLeft_max,word_count_diff_q_std,word_count_diff_ArrowRight_std,word_count_diff_Enter_std,word_count_diff_dot_mean,word_count_diff_q_sum,time_diff_Remove/Cut_std,time_diff_Nonproduction_std,time_diff_Remove/Cut_mean,time_diff_Nonproduction_sum,time_diff_Replace_sum,time_diff_Replace_median,cursor_position_diff_Paste_mean,cursor_position_diff_Replace_median,word_len_count,word_len_mean,word_len_std,word_len_min,word_len_max,word_len_first,word_len_last,word_len_sem,word_len_q1,word_len_median,word_len_q3,word_len_skew,word_len_kurt,word_len_sum,word_len_ge_5_count,word_len_ge_6_count,word_len_ge_7_count,word_len_ge_8_count,word_len_ge_9_count,word_len_ge_10_count,word_len_ge_11_count,word_len_ge_12_count,sent_count,sent_len_mean,sent_len_std,sent_len_min,sent_len_max,sent_len_first,sent_len_last,sent_len_sem,sent_len_q1,sent_len_median,sent_len_q3,sent_len_skew,sent_len_kurt,sent_len_sum,sent_word_count_mean,sent_word_count_std,sent_word_count_min,sent_word_count_max,sent_word_count_first,sent_word_count_last,sent_word_count_sem,sent_word_count_q1,sent_word_count_median,sent_word_count_q3,sent_word_count_skew,sent_word_count_kurt,sent_word_count_sum,sent_len_ge_50_count,sent_len_ge_60_count,sent_len_ge_75_count,sent_len_ge_100_count,paragraph_count,paragraph_len_mean,paragraph_len_std,paragraph_len_min,paragraph_len_max,paragraph_len_first,paragraph_len_last,paragraph_len_sem,paragraph_len_q1,paragraph_len_median,paragraph_len_q3,paragraph_len_skew,paragraph_len_kurt,paragraph_len_sum,paragraph_word_count_mean,paragraph_word_count_std,paragraph_word_count_min,paragraph_word_count_max,paragraph_word_count_first,paragraph_word_count_last,paragraph_word_count_sem,paragraph_word_count_q1,paragraph_word_count_median,paragraph_word_count_q3,paragraph_word_count_skew,paragraph_word_count_kurt,paragraph_word_count_sum,word_len_ge_6_count_mp,word_len_ge_6_count_mt,word_len_ge_6_count_mi,word_len_ge_6_count_md,word_len_ge_6_count_mk
3047,228,2251,15,1,2690,524,30,18,8,2,0,0,0,0,0,0,0,0,2518,489,227,2130,0,112,0,28,17,7,0,8,0,2,0,0,2518,4.0,1.55458054076785,814275.41447131,814333.2610970768,520787.1103920075,520799.2036963979,814.6672198921291,132.60077281000468,761757.0,761827.5,61.0,961.5,177.0,8161,8276,0,0,0,1808627,761857.0,761946.0,61.0,962.0,177.0,5,13,13,24,19.956,0.07,0.2518470229007628,0.939693600286068,824.7989999999983,118,47,28,30,44,42.88405797101449,39.014905233122526,69,34.0,178,1,12,3.864406779661017,4.991225497771907,2.0,29.0,1.0,1.0,1.818859378011184,0.783206106870229,129.57064830565022,-180.0,1237.4818236785056,0.074882713821725,4644.2453406635605,,,,,255345,30575,20339,68.0,2169.0,128.0,274.0,33001.0,,17074.0,0.8201252078288503,0.0,1.0,,1.0,489,1.0,,,512.0,,0.4798360248782733,,0.0,0.0,387,857.0845989725668,1570.6761434649777,356.35526315789474,669748,14211,469.0,80.0,-7.0,415,5.103614457831325,2.875241883676143,1,13,7,6,0.1411400730338954,3.0,4.0,7.0,0.7969456482706195,-0.3046303889019084,2118,196,142,116,82,66,47.0,37.0,6.0,24,104.54166666666669,29.73064465974557,59,172,86,62,6.068742428364854,84.75,101.5,120.0,0.4541090059550348,-0.2010381839830812,2509,17.291666666666668,5.344474323738626,9,29,12,9,1.0909362530471522,13.0,17.0,21.25,0.4609487096913196,-0.6539307750111178,415,24,23,20.0,12.0,5,511.4,141.8425183081575,351,719,418,351,63.43390260735973,418.0,504.0,565.0,0.6072522582555232,0.0403936754454825,2557,84.0,25.29822128134704,55,119,67,55,11.31370849898476,67.0,81.0,98.0,0.4192179612967359,-0.8896362304687502,420,6674,4341650,307998.0,2414,2028.5714285714284
1404,111,207,2,0,1195,297,11,3,6,1,0,0,0,0,0,2,0,0,1115,272,111,53,80,16,56,11,2,0,0,4,2,1,0,0,1115,4.0,1.3478027868187843,596732.5313225058,596858.590487239,300741.8480066595,300741.0337582306,373.20191292628033,62.23479082257392,595241.5,595370.0,122.0,645.5,109.0,1261,1420,0,0,0,1846873,595386.0,595490.0,122.0,646.0,109.0,4,13,13,9,23.628,0.112,0.4237089108910886,1.3907290383146866,641.9189999999992,127,51,28,15,38,33.42857142857143,54.66183921774555,49,17.0,291,291,1,2.3617021276595747,2.3813179755437006,1.0,13.0,2.0,4.0,0.8207627513484346,0.8521452145214522,90.45205989587188,-275.0,6524.557836866715,0.1241299303944315,17619.201205340883,28428.178227732555,,,9332.125,61949,3271,7162,94.0,5691.0,,1274.5,62401.0,,3541.0,0.0,0.0,1.0,0.0,1.0,272,1.0,,,395.0,-1.0,0.4080329527144117,0.0,0.0,0.0,235,1164.4778537646266,18037.859655764223,708.7657657657658,1009101,1562,781.0,,-1.0,215,4.795348837209303,2.688670717698851,1,14,3,7,0.1833658210170632,3.0,4.0,7.0,1.006541810843197,0.705348337316003,1031,95,71,56,32,21,16.0,8.0,4.0,11,112.36363636363636,70.65871882120808,3,219,3,55,21.304405317924584,57.5,117.0,162.0,0.193131317451492,-1.060337926255856,1236,19.63636363636364,12.587872951954411,1,42,1,10,3.795386499117837,10.0,18.0,29.0,0.3832913726049662,-0.7717878151405735,216,9,8,7.0,6.0,3,429.6666666666667,98.34802150187532,346,538,346,538,56.781256688374825,375.5,405.0,471.5,1.05764682326759,,1289,83.33333333333333,20.03330560175563,64,104,64,104,11.56623438193165,73.0,82.0,93.0,0.2981745522010536,,250,3621,232241,404061.0,142,633.9285714285714
4188,1143,64,1,0,4322,932,39,26,6,1,0,0,0,0,0,0,2,0,3405,722,1143,53,0,9,0,32,20,0,0,6,2,1,0,0,3405,4.0,1.746625373280583,816103.8220904374,816215.9940696813,454848.1753964314,454846.6630616463,928.8845454117208,155.51829249079034,782568.5,782706.5,112.0,1526.5,256.0,60745,60856,0,0,0,1801255,782612.0,782772.0,112.0,1527.0,256.0,4,13,13,12,23.329,0.049,0.1617814668917644,0.5985106766762684,862.4569999999961,179,64,26,26,30,95.43636363636364,80.59495518546306,55,83.0,437,112,55,5.686567164179104,12.052230858090814,2.0,109.0,4.0,109.0,3.0625223326872413,0.5531795160382668,73.6722124328879,-244.0,2618.3651814408863,0.0961823573017049,60875.0534989498,,,,,77645,6646,7101,48.0,8318.0,,1006.0,180776.0,,3234.0,2.6620695282483404,0.0,1.0,0.0,1.0,722,1.0,,,93.0,,0.411378192086102,,0.0,0.0,731,494.76735529825584,23167.182644808167,173.9763779527559,345347,952,952.0,,-6.0,498,4.86144578313253,2.673154324450094,1,13,1,6,0.119786909549626,3.0,4.0,6.0,0.9681775758160276,0.2508498265827246,2421,209,164,120,80,61,43.0,26.0,9.0,25,115.76,45.28362470768729,43,237,62,124,9.056724941537457,89.0,117.0,139.0,0.5588504593174466,0.6776154856321952,2894,19.92,7.740155037206942,7,41,11,21,1.5480310074413883,16.0,19.0,24.0,0.7601586635454929,0.9490199024538616,498,23,22,19.0,15.0,4,735.75,276.8457753575686,533,1123,533,539,138.4228876787843,537.5,643.5,841.75,1.3235014700271008,1.0704732130989054,2943,125.25,46.29164791478768,93,192,93,95,23.14582395739384,94.5,108.0,138.75,1.5867702472053082,2.303569546210728,501,10496,1089944,1364152.0,3280,3346.938775510204
2292,144,99,3,0,1950,408,19,20,18,0,5,7,3,2,0,0,0,0,1835,387,142,44,1,51,1,19,18,0,0,18,0,0,2,0,1835,4.0,1.2444018477321626,926342.6623325452,926421.4361702128,412924.1502738714,412926.34387461183,625.6408952773335,102.59404393982648,955010.5,955053.0,62.0,946.5,143.5,25640,25702,0,0,0,1705413,955137.0,955169.0,62.0,947.0,144.0,4,17,17,16,33.211,0.16,0.3767783251231525,1.4138946311686222,917.8319999999997,104,45,22,24,44,36.67164179104478,37.746116822031766,67,26.0,176,96,153,5.142857142857143,6.386990746325753,2.0,25.0,2.0,1.0,1.44939867209854,0.8575533661740559,116.43198380051314,-122.0,2708.2655875523087,0.1327817178881008,12563.33001418438,,,325.2691193458119,1219.0,174960,15700,17459,147.0,2973.0,,740.5,66501.0,,4976.0,2.601462210719736,0.0,1.0,,,387,1.0,,-7.0,1984.0,-1.0,0.3992890493229285,,0.0,0.0,365,1408.9601249994212,10620.060614393777,451.90277777777777,569586,1217,322.0,,-3.0,349,4.868194842406877,3.0484294820046176,1,15,3,3,0.1631786890086317,2.0,4.0,7.0,0.9191602723294257,0.2026707713939637,1699,150,121,91,68,52,35.0,21.0,12.0,21,96.47619047619048,62.25401115399637,1,216,68,166,13.584938972753026,38.0,89.0,149.0,0.1210551035050573,-1.183588059657514,2026,16.571428571428573,10.032803339901708,1,36,11,27,2.1893371779859687,8.0,18.0,24.0,0.1198966730229761,-1.0821880685684446,348,15,15,11.0,10.0,6,346.3333333333333,99.08918541731316,240,456,240,290,40.45299055007485,255.5,354.5,426.5,-0.0570845048802917,-2.860547816502232,2078,60.66666666666666,20.0864796982116,41,83,41,46,8.200270998231977,43.0,57.5,79.5,0.2069866847013049,-2.7253271274423163,364,5445,1899700,359733.0,2178,756.25
1623,44,545,2,0,1326,277,16,9,20,4,6,2,0,0,0,0,0,0,1299,271,37,450,1,60,1,16,9,0,0,14,0,4,7,0,1299,4.0,2.379172883476653,823240.7743682311,823332.4142599278,437121.4279975942,437128.58042589,471.8820969049408,78.90915899821202,865267.0,865364.0,97.0,783.0,135.0,51632,51634,0,0,0,1801032,865369.0,865458.0,97.0,783.0,135.0,6,20,20,18,21.369,0.214,0.4574961007798439,1.2192975076656527,762.6459999999998,171,38,29,21,33,32.38775510204081,26.83655492555087,49,30.0,117,6,2,2.0,1.6903085094570331,1.0,6.0,2.0,1.0,0.9528365893823024,0.9304139172165566,179.7880726747626,-56.0,3291.175571031284,0.1173285198555956,11114.042121776796,,,896.5757079020153,4399.0,188251,12338,32715,222.0,4803.0,,914.0,55265.0,,10933.0,0.8219949365267865,0.0,1.0,,1.0,264,1.0,,0.0,390.0,-1.0,0.3510241174937932,,0.0,0.0,184,2707.5067788865645,6234.362281979113,1668.1363636363635,781061,1785,892.5,,-10.0,263,4.817490494296578,2.8048754879266724,1,15,2,1,0.1729560319385349,3.0,4.0,6.5,1.0628546483055032,0.5595493057843122,1267,109,83,66,47,32,20.0,15.0,9.0,18,84.05555555555556,50.17788617945069,1,170,46,1,11.827041194365442,48.5,90.5,107.25,0.1646208652915876,-0.4011677345825104,1513,14.666666666666666,8.26758375684641,1,32,10,1,1.9486881794979496,9.25,15.5,18.0,0.2471652677003125,-0.038624574521346,264,13,12,10.0,7.0,5,308.6,68.18210909028849,245,422,245,280,30.49196615503828,280.0,280.0,316.0,1.517823472914395,2.5888325514327626,1543,52.8,9.20326029187483,44,68,44,49,4.115823125451335,49.0,49.0,54.0,1.4551334244585208,2.4186621578485905,264,3154,1024054,398649.0,747,387.85046728971963
2404,571,434,2,0,2451,465,19,14,10,0,0,0,0,1,2,0,0,0,1981,379,570,371,1,58,1,15,11,0,0,7,0,0,1,0,1981,5.0,1.829982692014617,734823.3934330109,734907.0809146878,368590.77317719447,368588.8262019377,469.5737850065423,83.04049541648253,734962.0,735030.0,84.0,886.0,143.0,38361,38469,0,0,0,1705229,734962.0,735030.0,84.0,886.0,143.0,4,16,16,11,34.982,0.047,0.2403388235294107,1.092231349548596,715.0079999999971,97,29,23,25,44,40.65217391304348,45.11450337000564,69,25.0,177,106,11,3.884353741496599,5.360327385732054,2.0,33.0,2.0,3.0,1.7846837540387843,0.6077310924369748,57.88388836623871,-149.0,3831.625208396904,0.0829668718850776,26403.103337954173,,,,1235.0,113249,3286,22205,30.0,1665.0,,747.0,143157.0,,8667.0,0.0,0.0,1.0,,,379,1.0,,0.0,1245.0,-1.0,0.3932154237302483,,0.0,0.0,372,1713.8731973092329,10286.510337397836,341.8213660245184,713810,1392,696.0,,-12.5,294,5.108843537414966,2.880152754056407,1,14,2,6,0.1679739197311878,3.0,4.0,7.0,0.7775439449402533,-0.0224510474182539,1502,141,113,84,62,42,33.0,11.0,7.0,11,162.27272727272728,52.71639386204429,83,258,212,183,15.89459079463594,127.5,176.0,191.0,0.1146949410606163,-0.4320036344513531,1785,26.727272727272727,8.343751064010828,14,41,33,30,2.5157356021320507,21.0,29.0,31.5,-0.119338928104348,-0.5727143652664428,294,11,11,11.0,9.0,3,601.3333333333334,233.62862267567587,460,871,473,460,134.88554819220298,466.5,473.0,672.0,1.726019553296148,,1804,98.0,38.15756805667783,74,142,74,78,22.03028218914441,76.0,78.0,110.0,1.7106626181670863,,294,3277,371318,188145.0,1243,2404.255319148936
2143,237,173,0,0,1936,390,23,18,8,2,0,1,0,0,2,0,0,0,1745,351,237,146,0,24,0,20,17,0,0,6,0,2,0,0,1745,5.0,1.9249988182706732,572901.0904817862,573025.5851938896,273901.74933541275,273910.9705426661,416.0428741015351,87.62518102484016,582281.0,582392.0,115.0,931.0,146.0,25327,25417,0,0,0,1074716,582281.0,582392.0,115.0,931.0,146.0,3,12,12,9,22.083,0.073,0.2428760504201674,1.1688781557972532,578.0449999999986,64,30,13,12,25,66.67567567567568,73.96359992668093,37,50.0,321,292,21,5.511627906976744,7.890235354758967,2.0,44.0,1.0,10.0,2.2616415146156204,0.8008403361344538,244.165571055377,-125.0,1511.5679083455173,0.1218174696435566,8734.365149976415,,,,,70818,6897,24081,71.0,2824.0,,1183.5,42981.0,,19115.0,0.0,0.0,1.0,,1.0,351,1.0,,,92.0,,0.3666047864186907,,0.0,0.0,279,1801.1246867251589,3785.361360707448,439.8945147679325,185009,0,,,,313,5.02555910543131,2.5768915924710374,1,14,9,3,0.1456545245061024,3.0,5.0,7.0,0.6547305112125095,-0.0943849394639997,1573,164,122,82,60,36,16.0,8.0,4.0,17,109.94117647058825,37.3621977877294,50,193,50,127,9.061663993178048,93.0,103.0,122.0,0.7571565210019255,0.8921186566396515,1869,18.41176470588235,6.225540373427553,8,31,8,22,1.5099153256581774,16.0,19.0,20.0,0.1995622508299885,0.3181212867045535,313,17,16,14.0,10.0,3,634.0,258.2847266099953,383,899,383,620,149.1207564358497,501.5,620.0,759.5,0.2432002229241172,,1902,105.0,41.58124577258358,62,145,62,108,24.00694344004112,85.0,108.0,126.5,-0.3229756087641103,,315,3660,841434,344528.0,2074,1671.2328767123288
3137,182,50,0,0,2698,574,17,18,5,3,0,0,2,0,0,1,0,1,2557,535,182,25,0,21,1,17,17,0,0,4,0,3,0,0,2557,4.0,1.315996685987351,757288.677945978,757379.426832888,532956.3208988811,532961.1418530453,685.7732531493538,137.74922202069152,598100.0,598206.0,83.0,1186.0,238.0,1628,1634,0,0,0,1809788,598100.0,598206.0,83.0,1186.0,238.0,3,14,14,10,122.027,0.069,0.3697363663754135,3.501817572766411,1227.1549999999977,115,39,18,27,52,41.35897435897436,40.18786221067587,78,32.5,187,27,26,2.493150684931507,2.58802416951208,2.0,19.0,2.0,5.0,1.8349131056139276,0.890328412172341,180.10198644675816,-115.0,3906.179932391063,0.1421786880379934,19792.52609738811,,,,1221.0,91146,16508,1385,69.0,2144.0,,301.5,87819.0,,557.0,0.0,0.0,1.0,,1.0,535,1.0,,,1513.0,-1.0,0.398485295237749,,0.0,0.0,506,2514.2988555679285,13782.934298435874,779.5494505494505,295771,0,,,,479,5.087682672233821,2.933116827859174,1,16,2,4,0.1340175285786417,3.0,4.0,7.0,0.8420183063186509,0.091733340051896,2437,224,176,139,104,77,43.0,33.0,9.0,19,152.47368421052633,76.65026521738028,44,340,187,69,17.58477684621849,86.5,139.0,198.0,0.6836292787724804,0.3163626086861382,2897,25.210526315789476,12.039651837751332,7,55,37,13,2.7620855619037794,15.5,26.0,33.0,0.7170512735961658,0.5114799614911667,479,18,18,16.0,13.0,4,738.0,261.20617654769705,522,1085,552,522,130.60308827384853,544.5,672.5,866.0,0.9514870766261824,-0.6961592435096406,2952,125.0,36.5057073163453,92,175,105,92,18.25285365817265,101.75,116.5,139.75,1.11120385340836,0.7567569427535172,500,6864,2905408,377344.0,2992,2550.724637681159
3947,741,134,1,0,3701,845,52,33,26,4,2,0,20,0,0,3,0,0,3133,707,741,80,4,49,0,35,27,0,0,19,0,4,0,0,3133,4.0,1.9666080745318448,687412.5519386274,687511.5824175824,460387.8555716623,460385.3863377837,795.4073517333136,156.40678957083537,610477.0,610580.0,93.0,1324.0,266.0,2449,2918,0,0,0,1813687,610477.0,610580.0,93.0,1324.0,266.0,4,15,15,12,106.068,0.044,0.1916134812286695,2.2640183526784323,898.2840000000031,107,26,15,14,29,106.02272727272728,100.62143852113935,44,81.5,488,74,71,3.1134453781512605,4.381557520691751,2.0,37.0,1.0,1.0,2.5872635769250087,0.6776877133105802,122.68066990724849,-273.0,3185.1667714057803,0.1092680904001658,19220.87640084546,,,,,116452,7795,30796,-6.0,2481.5,,207.0,126485.0,,16089.0,0.0,0.0,1.0,,1.0,707,1.0,,,1943.0,,0.3679308186297257,0.0,0.0,0.0,488,5561.85861522412,13129.674712837905,612.5519568151147,556396,325,325.0,,-29.0,529,4.854442344045369,2.858994333575307,1,13,11,11,0.1243041014597959,2.0,4.0,7.0,1.0326260968122738,0.4924956994186611,2568,232,176,133,82,66,47.0,31.0,20.0,33,92.84848484848484,49.30144598039266,11,200,11,190,8.582280151493215,51.0,84.0,128.0,0.480547545862215,-0.3418900393606927,3064,16.03030303030303,8.319723735215192,1,35,1,35,1.4482780060252434,10.0,15.0,21.0,0.4937665698780343,-0.28081426552037,529,25,24,21.0,13.0,5,633.0,218.50743694437497,386,909,645,450,97.71949651937427,450.0,645.0,775.0,0.1075093183232666,-1.9392640591910704,3165,113.8,37.27197338483703,70,158,115,84,16.668533228811707,84.0,115.0,142.0,-0.013783786410699,-2.2236301072590834,569,4576,1371920,436744.0,4752,4000.0000000000005
2830,362,188,0,0,2525,543,24,38,18,10,0,5,0,9,8,0,8,0,2255,481,364,23,0,151,1,22,34,0,0,12,0,8,0,0,2255,4.0,4.154025509800122,384827.5529585799,384934.9047337278,269030.16216982243,269036.4517753732,723.30779251303,126.6646065654949,358879.0,359002.0,104.0,1267.5,222.5,575,679,0,0,0,1777218,358967.0,359046.0,104.0,1268.0,223.0,3,23,23,14,17.512,0.048,0.114312030075188,0.525608775755673,364.8840000000002,45,17,16,8,15,127.72727272727272,108.93431040165436,22,91.0,381,86,139,3.693877551020408,4.006201798565699,2.0,25.0,3.0,7.0,1.7965275014478594,0.7449874686716792,86.54128907186394,-2720.0,4468.743910369309,0.1233727810650887,19471.604386900308,,,,704.0,40602,362,8734,-16.0,672.5,,145.0,123076.0,,5576.0,4.7181512449308025,0.0,1.0,,1.0,481,1.0,,,2284.0,-1.0,0.4091089762679606,,0.0,0.0,479,251.4244130549383,17827.08825131285,137.26795580110496,1224194,0,,,,401,4.872817955112219,2.798443190289345,1,15,9,8,0.139747584075913,3.0,4.0,7.0,1.001442631541439,0.3428141038187062,1954,165,130,103,74,54,32.0,23.0,10.0,18,129.83333333333334,83.18883550658211,24,353,52,208,19.60779656857215,61.75,107.5,173.75,1.0865778922738776,1.563062424170602,2337,22.27777777777778,14.926508419411798,5,65,7,33,3.5182117742680594,10.5,18.5,28.5,1.3957933344670364,2.756047220825459,401,16,13,13.0,10.0,4,593.0,107.85484071967592,506,745,506,528,53.92742035983796,522.5,560.5,631.0,1.3702104251168612,1.5,2372,101.0,16.55294535724685,85,122,85,91,8.276472678623424,89.5,98.5,110.0,0.6305799952278489,-1.4836432415152654,404,2210,47060,87425.0,4420,2708.3333333333335
4134,394,187,0,0,3545,827,62,32,14,1,20,16,0,2,0,0,0,0,3274,734,394,179,0,6,0,48,27,0,0,12,0,1,0,0,3274,4.0,1.789531439000649,435496.3770943796,435594.1609756097,247841.28374710656,247839.4761773109,1088.076259549823,189.33527833177743,430438.0,430543.0,101.0,1741.0,301.0,1055,1127,0,0,0,1799429,430438.0,430543.0,101.0,1741.0,301.0,3,17,17,13,78.02,0.043,0.2923087455830382,3.26066635220278,1323.573999999997,78,33,8,17,28,107.57777777777778,146.19126464527852,45,36.0,699,384,1,3.0076335877862594,2.93125382258201,2.0,15.0,1.0,1.0,2.5176969967233243,0.8259717314487632,33.910939205964375,-130.0,3367.232156548428,0.1357370095440085,21584.29212413509,,,,,119768,7566,2723,-18.0,22458.0,,172.5,44707.0,,1091.0,0.0,0.0,1.0,,1.0,734,1.0,,,3442.0,,0.4087683368405517,,0.0,0.0,694,5293.442010870743,5203.508065009732,845.1903553299493,232156,0,,,,647,4.721792890262751,2.686372766046013,1,15,11,9,0.1056122112377401,3.0,4.0,6.0,1.137439308023943,0.9046999279619614,3055,265,188,126,104,75,50.0,35.0,11.0,34,107.88235294117646,52.599553348652286,21,240,65,122,9.02074897842178,63.5,111.0,129.75,0.654855229311312,0.0518290162696368,3668,19.029411764705884,9.69375085836746,5,40,12,24,1.6624645569339995,11.25,17.5,25.0,0.5843878700629338,-0.583508629214486,647,30,27,24.0,19.0,6,621.6666666666666,317.6593563342132,305,1170,718,330,129.68388917329366,382.0,603.5,705.75,1.0174786499148427,1.1632725326748368,3730,107.83333333333331,54.18271557117331,51,202,114,59,22.12000100462124,69.75,108.0,117.75,1.0116674960615606,1.4469224431560752,647,6204,1422408,4222104.0,5076,4372.093023255814
2813,342,164,5,0,2512,559,40,33,4,0,0,0,3,0,0,0,0,0,2245,503,342,88,9,64,1,34,29,0,0,4,0,0,0,0,2245,4.0,2.5840934394544006,714943.2728640193,715063.4130565583,489153.11945375433,489152.9758151509,551.101426750457,125.2207155894322,580138.5,580219.0,115.0,844.5,221.0,55913,55998,0,0,0,1763843,580217.0,580310.0,115.0,845.0,221.0,4,12,12,15,19.343,0.062,0.1705473851030104,0.6546458601235438,538.0769999999978,114,29,8,10,22,102.56666666666666,111.7798585685686,30,54.0,441,24,40,3.0265486725663715,5.476345524472811,2.0,51.0,1.0,1.0,1.8472080811108773,0.7410459587955626,128.66725424231774,-208.0,3036.8662015543787,0.1272563176895307,17608.231911804996,,,,580.0,92048,16064,14361,18.0,5130.0,,2679.5,100766.0,,8063.0,3.273388292406475,0.0,1.0,,,503,1.0,,,1235.0,-1.0,0.4257282189775844,0.0,0.0,0.0,435,1146.0775769490097,12386.483292184776,310.07602339181284,889238,3560,702.0,,-5.0,427,4.402810304449648,2.403399698722302,1,13,2,7,0.1163086633914374,3.0,4.0,5.0,1.2714910670349957,1.208749781771294,1880,145,99,76,47,37,26.0,15.0,4.0,31,73.41935483870968,41.82963398799818,18,172,63,38,7.512824046083862,44.5,59.0,94.5,0.6690192266452938,-0.2785599911878638,2276,13.774193548387096,8.204509643764437,4,35,12,8,1.4735734325498993,7.0,12.0,19.0,0.8725068829690229,0.0357777206875487,427,20,15,13.0,7.0,5,466.8,325.44385076384526,174,826,174,198,145.54291463345098,198.0,327.0,809.0,0.4733883666615734,-3.173654560188327,2334,85.6,57.01140236829822,32,151,32,42,25.496274237621463,42.0,60.0,143.0,0.4838795818678743,-3.0959839860438967,428,2871,1590336,507870.0,2871,1596.774193548387
3096,313,118,0,0,2655,627,27,43,24,14,4,0,3,6,0,0,0,0,2427,563,311,63,0,52,0,26,37,0,0,17,0,12,2,0,2427,4.0,1.3922876200824443,834473.8599376241,834601.9444286929,441542.67543971294,441548.9984979978,774.4983444403282,143.7601493685656,922837.0,922937.0,120.0,1350.0,248.0,4625,4761,0,0,0,1808380,922837.0,922937.0,120.0,1350.0,248.0,3,18,18,12,89.514,0.049,0.2423156350836013,1.7616156173932622,826.053999999997,108,39,16,26,50,43.36842105263158,44.26310490849406,76,31.0,245,245,5,2.794642857142857,3.0198693154026857,2.0,21.0,1.0,1.0,1.889835192401188,0.8163684364916398,114.20293311647222,-286.0,3663.007598879756,0.1411964842642472,23733.99629086729,,,887.4190103891171,,211913,21322,46194,15.0,2142.0,,675.0,168273.0,,20715.0,0.0,0.0,1.0,,1.0,563,1.0,,0.0,2712.0,,0.4123840140659259,,0.0,0.0,527,621.4294634875625,17068.311427168213,313.1341853035144,616215,0,,,,500,4.492,2.358189584455089,1,14,2,7,0.1054614442934712,3.0,4.0,6.0,0.9577881019994928,0.6535382842386581,2246,197,134,96,64,42,19.0,5.0,3.0,26,104.6923076923077,60.47661976715911,11,216,58,12,11.860440934956747,58.75,109.5,139.5,0.1805798637332352,-0.7790884971347247,2722,19.307692307692307,10.532878925609015,2,37,11,2,2.065667506768869,11.25,20.0,27.75,-0.0597395580337951,-1.121438483583984,502,22,19,16.0,15.0,6,462.1666666666667,121.14357872651225,332,653,541,332,49.45665891577303,375.25,439.0,526.75,0.6950567053120951,-0.5652992826402299,2773,84.16666666666667,19.218914294690705,63,115,98,63,7.846088905378981,71.75,79.5,94.0,0.8137495431524506,-0.1746223738219416,505,5226,2857148,287028.0,4958,2734.6938775510203
